SAB	5760.4604	26.29	2017-05-02 18:48:00 UTC+0000	26.3399	0.18980600988969254%
GOL	1.9922	15.91	2017-05-02 18:04:00 UTC+0000	17.015	6.945317410433693%
ETP	1.5605	23.42	2017-05-02 18:03:00 UTC+0000	23.41	-0.0426985482493647%
VNCE	1.3158	0.95	2017-05-02 18:24:00 UTC+0000	0.3814	-59.85263157894736%
WAIR	1.2495	9.95	2017-05-02 16:26:00 UTC+0000	9.65	-3.015075376884413%
CRR	1.2248	6.57	2017-05-02 18:51:00 UTC+0000	6.2301	-5.173515981735166%
TIME	1.174	15.20	2017-05-02 20:02:00 UTC+0000	15.25	0.328947368421062%
SYF	1.1553	27.94	2017-05-02 16:32:00 UTC+0000	28.42	1.717967072297788%
GIMO	1.1539	30.75	2017-05-02 15:42:00 UTC+0000	30.375	-1.2195121951219523%
X	1.1442	21.94	2017-05-02 17:46:00 UTC+0000	21.87	-0.31905195989061497%
FET	1.1428	16.15	2017-05-02 16:56:00 UTC+0000	16.20	0.3095975232198178%
ATEN	1.1355	7.97	2017-05-02 18:49:00 UTC+0000	7.93	-0.5018820577164407%
HOS	1.1304	3.16	2017-05-02 19:06:00 UTC+0000	3.02	-4.430379746835444%
PES	1.1187	3.00	2017-05-02 17:10:00 UTC+0000	2.90	-3.3333333333333326%
MWA	1.118	11.12	2017-05-02 19:48:00 UTC+0000	11.195	0.6744604316546887%
AVT	1.1168	38.17	2017-05-02 19:26:00 UTC+0000	37.485	-1.7946030914330668%
FCN	1.1152	34.81	2017-05-02 16:39:00 UTC+0000	35.05	0.6894570525710852%
PZN	1.1143	9.74	2017-05-02 18:20:00 UTC+0000	9.71	-0.30800821355235763%
KS	1.1137	20.42	2017-05-02 19:13:00 UTC+0000	20.26	-0.7835455435847183%
MDP	1.1096	57.60	2017-05-02 17:42:00 UTC+0000	57.65	0.08680555555555802%
NBR	1.1045	10.14	2017-05-02 19:09:00 UTC+0000	9.94	-1.9723865877712132%
GHL	1.1042	25.25	2017-05-02 20:02:00 UTC+0000	25.10	-0.5940594059405835%
BRS	1.103	12.91	2017-05-02 20:02:00 UTC+0000	13.12	1.6266460108443015%
RDN	1.1023	16.52	2017-05-02 18:15:00 UTC+0000	16.61	0.5447941888619745%
CCJ	1.0982	9.67	2017-05-02 19:23:00 UTC+0000	9.865	2.0165460186142736%
GNW	1.0959	3.76	2017-05-02 17:59:00 UTC+0000	3.70	-1.5957446808510523%
NWY	1.0939	1.61	2017-05-02 15:43:00 UTC+0000	1.63	1.2422360248447006%
PACD	1.0922	1.61	2017-05-02 16:32:00 UTC+0000	1.62	0.6211180124223503%
I	1.0904	3.23	2017-05-02 18:39:00 UTC+0000	3.10	-4.024767801857587%
